algorithm,expression_str,status,ExpressionDepth,SolvableControllabilityScore,AddRule,URule,PartsRule,CyclicPartsRule,RewriteRule,ConstantTimesRule,ConstantRule,PowerRule,SinRule,CosRule,TrigRule,ExpRule,ReciprocalRule,ArctanRule,AlternativeRule,DontKnowRule,eval_score
llm,x**2 * log(x),ok,8.0,13.0,0.0,5.0,2.0,0.0,0.0,6.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.9817996621131897
llm,x**2 * log(1 + x**3)**3 / (1 + x**3),ok,9.0,10.0,0.0,5.0,0.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.9404951333999634
llm,x**2 * cos(x) * exp(x),unsolvable,9.0,,1.0,0.0,13.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,
llm,x * exp(x**2) * sin(exp(x**2)),ok,83.0,7.0,0.0,67.0,135.0,0.0,0.0,87.0,29.0,0.0,59.0,54.0,0.0,30.0,0.0,0.0,36.0,0.0,0.9690768122673035
llm,x**3 * sin(x**4) * log(1 + cos(x**4))**4 / sqrt(1 + cos(x**4)),ok,16.0,85.0,0.0,47.0,16.0,0.0,0.0,49.0,20.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,22.0,0.0,0.9844478368759155
llm,x * exp(x**2) * sin(exp(x**2)) * atan(cos(exp(x**2))) / (1 + cos(exp(x**2))**2),ok,13.0,10.0,0.0,19.0,4.0,0.0,0.0,20.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,4.0,12.0,0.0,0.978350043296814
llm,x**3 * sin(x**4) * log(1 + cos(x**4))**3 * sin(log(1 + cos(x**4))) / (1 + cos(x**4)),ok,13.0,66.0,0.0,5.0,9.0,0.0,0.0,7.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,2.0,0.0,0.973724365234375
llm,x * exp(x**2) * sin(exp(x**2))**3 * cos(exp(x**2))**4,ok,12.0,19.0,6.0,13.0,0.0,0.0,6.0,16.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.9759554862976074
llm,x * sin(x**2) * log(1 + cos(x**2))**3 / (1 + cos(x**2)),ok,9.0,11.0,0.0,5.0,0.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.9404951333999634
llm,x * exp(x**2) * asin(exp(x**2)),ok,13.0,26.0,0.0,21.0,4.0,0.0,0.0,14.0,7.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,9.0,0.0,0.9808845520019531
llm,x**(5/2) * atan(sqrt(x)),ok,10.0,29.0,1.0,2.0,1.0,0.0,1.0,5.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9872982501983643
llm,exp(sqrt(x)) * cos(sqrt(x)) / sqrt(x),ok,5.0,19.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.9727560877799988
llm,x * exp(x**2) * tanh(exp(x**2)),ok,9.0,8.0,0.0,9.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.9796531200408936
llm,x * sin(x**2) * log(1 + sqrt(1 + cos(x**2))) * sqrt(1 + cos(x**2)) / (1 + cos(x**2)),ok,14.0,33.0,0.0,11.0,6.0,0.0,0.0,9.0,8.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,6.0,0.0,0.9864152073860168
llm,x**3 * sin(x) * cos(x),ok,10.0,49.0,3.0,7.0,3.0,0.0,1.0,10.0,1.0,6.0,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.9821150302886963
llm,x * sin(x**2)**3 * cos(x**2) * sqrt(1 + sin(x**2)),ok,10.0,41.0,2.0,5.0,0.0,0.0,2.0,10.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9792112708091736
llm,x**2 * exp(x**3) * atan(exp(x**3)),ok,13.0,23.0,0.0,21.0,4.0,0.0,0.0,14.0,3.0,0.0,0.0,0.0,0.0,2.0,10.0,0.0,10.0,0.0,0.9844478368759155
llm,x**3 * acos(x**2) / sqrt(1 - x**4),ok,7.0,21.0,0.0,3.0,2.0,0.0,0.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9839369058609009
llm,x * cos(x**2) * exp(sin(x**2)) * sin(x**2)**2,ok,8.0,30.0,0.0,3.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,0.9859904050827026
llm,x * sin(x**2) * atan(cos(x**2))**2 / (1 + cos(x**2)**2),ok,5.0,9.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8760828375816345
llm,x * cos(x**2) * sqrt(1 + log(1 + sin(x**2)))**2 / (1 + sin(x**2)),ok,19.0,15.0,16.0,74.0,4.0,0.0,9.0,46.0,8.0,38.0,0.0,0.0,0.0,0.0,14.0,0.0,36.0,0.0,0.9665497541427612
llm,x * log(1 + sin(x**2)**2) * cos(x**2),ok,10.0,27.0,3.0,6.0,2.0,0.0,3.0,7.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,3.0,0.0,0.9905118346214294
llm,x * cos(x**2) * sqrt(1 + sin(x**2)) * log(1 + sin(x**2))**3 * cos(log(1 + sin(x**2))) / (1 + sin(x**2)),unsolvable,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
llm,x**2 * sin(x**3) * log(1 + cos(x**3)) * log(log(1 + cos(x**3))) / (1 + cos(x**3)),timeout,,,,,,,,,,,,,,,,,,,
llm,x * cos(x**2) * sin(x**2) * sqrt(1 + cos(x**2)) * log(1 + cos(x**2)),unsolvable,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
llm,x * sin(x**2) * exp(cos(x**2)) * sqrt(1 + exp(cos(x**2))),ok,11.0,11.0,0.0,15.0,0.0,0.0,0.0,11.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.9427344799041748
llm,sin(x)**2 * cos(x)**3,ok,7.0,13.0,3.0,5.0,0.0,0.0,3.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.965154767036438
llm,x * cos(x**2) * sqrt(1 + sin(x**2)) * log(1 + sin(x**2))**2,ok,13.0,47.0,0.0,31.0,8.0,0.0,0.0,31.0,12.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,14.0,0.0,0.9844478368759155
llm,log(x) / x,ok,6.0,6.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9404951333999634
llm,x**2 * exp(x**3) * sqrt(exp(x**3) - 1) / (exp(x**3) + 1),ok,9.0,30.0,4.0,9.0,0.0,0.0,4.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.9843810796737671
llm,exp(x) * sqrt(1 - exp(x)),ok,5.0,10.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8760828375816345
llm,x * exp(x**2) * acos(exp(x**2)) / sqrt(1 - exp(2*x**2)),ok,17.0,9.0,0.0,39.0,20.0,0.0,0.0,23.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,25.0,0.978350043296814
llm,x * cos(x**2) * (1 + sin(x**2))**(2/3) * log(1 + sin(x**2))**2,ok,13.0,47.0,0.0,31.0,8.0,0.0,0.0,31.0,12.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,14.0,0.0,0.9844478368759155
llm,x * exp(x**2) * atan(sqrt(exp(x**2) + 1)),ok,21.0,39.0,73.0,32.0,8.0,0.0,110.0,105.0,56.0,4.0,0.0,0.0,0.0,2.0,0.0,79.0,48.0,0.0,0.9734723567962646
llm,x * exp(x**2) * atan(exp(x**2))**6 / (1 + exp(2*x**2)),ok,7.0,9.0,0.0,7.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.9404951333999634
llm,x * sin(x**2) * (1 + cos(x**2))**(1/3) * log(1 + cos(x**2)),ok,14.0,28.0,0.0,23.0,6.0,0.0,0.0,29.0,4.0,10.0,0.0,0.0,0.0,4.0,0.0,0.0,10.0,0.0,0.9808845520019531
llm,x**2 * cos(x**3) * sqrt(1 + log(1 + sin(x**3))) / (1 + sin(x**3)),ok,9.0,13.0,0.0,7.0,0.0,0.0,0.0,5.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.9404951333999634
llm,x**3 * cos(x**4) * atan(sqrt(1 + sin(x**4))) / sqrt(1 + sin(x**4)),ok,13.0,29.0,0.0,19.0,6.0,0.0,0.0,14.0,4.0,3.0,0.0,0.0,0.0,0.0,7.0,0.0,6.0,0.0,0.9802517294883728
llm,x**3 * asin(x**2) / sqrt(1 - x**4),ok,7.0,21.0,0.0,3.0,2.0,0.0,0.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9839369058609009
llm,x * log(1 + x**2) / (1 + x**2),ok,10.0,10.0,0.0,5.0,0.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.9404951333999634
llm,x * exp(x**2) * cos(exp(x**2))**5,ok,11.0,26.0,4.0,11.0,0.0,0.0,6.0,6.0,0.0,8.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0,0.0,0.9792112708091736
llm,x * exp(x**2) * cos(exp(x**2)) * sin(exp(x**2)),ok,19.0,9.0,15.0,40.0,7.0,0.0,8.0,52.0,6.0,26.0,6.0,6.0,0.0,1.0,0.0,0.0,18.0,0.0,0.9550637006759644
llm,x * cos(x**2) * sqrt(exp(sin(x**2)) + 1) * log(1 + sqrt(exp(sin(x**2)) + 1))**2 * exp(sin(x**2)) / (exp(sin(x**2)) + 1),ok,14.0,64.0,0.0,31.0,24.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,4.0,0.0,0.9850655198097229
llm,x**2 * exp(x**3) * sqrt(exp(x**3) + 1) * atan(sqrt(exp(x**3) + 1)),ok,17.0,36.0,8.0,29.0,6.0,0.0,9.0,32.0,4.0,14.0,0.0,0.0,0.0,0.0,8.0,0.0,13.0,0.0,0.9760671257972717
llm,x * sin(sqrt(x**2 + 1)) / sqrt(x**2 + 1),ok,6.0,10.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9171722531318665
llm,x**5 * sin(x**6) * log(1 + atan(cos(x**6))) / (1 + cos(x**6)**2),ok,7.0,26.0,0.0,5.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.9882323145866394
llm,x / (x**2 + 1),ok,3.0,8.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8531293869018555
llm,sin(x)**3 * cos(x)**2,ok,8.0,13.0,3.0,5.0,0.0,0.0,3.0,7.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.965154767036438
llm,log(x) * sin(log(x)) * cos(log(x)) / x,ok,15.0,21.0,2.0,21.0,4.0,0.0,2.0,26.0,2.0,4.0,4.0,6.0,0.0,0.0,0.0,0.0,9.0,0.0,0.9596964716911316
llm,x * sin(x**2) * cos(x**2) * sqrt(1 + sin(x**2)**2),ok,7.0,12.0,0.0,5.0,0.0,0.0,2.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.9664843678474426
llm,x * sin(x**2) * log(1 + cos(x**2))**4 * cos(log(1 + cos(x**2))) / (1 + cos(x**2)),ok,14.0,85.0,0.0,5.0,12.0,0.0,0.0,7.0,0.0,0.0,6.0,9.0,0.0,0.0,0.0,0.0,2.0,0.0,0.973724365234375
llm,x * cos(x**2) * exp(sin(x**2)) * atan(exp(sin(x**2)))**3 / (1 + exp(2*sin(x**2))),ok,9.0,10.0,0.0,15.0,0.0,0.0,0.0,8.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.9427344799041748
llm,x * exp(x**2) * log(1 + sqrt(exp(x**2) - 1)) / sqrt(exp(x**2) - 1),ok,13.0,34.0,0.0,17.0,8.0,0.0,0.0,9.0,12.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,8.0,0.0,0.9844478368759155
llm,x * cos(x**2) / (1 + sin(x**2)),ok,5.0,9.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.9300893545150757
llm,sin(log(x)) * cos(log(x)) * log(x) / x,ok,15.0,21.0,2.0,21.0,4.0,0.0,2.0,26.0,2.0,4.0,4.0,6.0,0.0,0.0,0.0,0.0,9.0,0.0,0.9596964716911316
llm,x * exp(x**2) * sqrt(1 + exp(exp(x**2))) * exp(exp(x**2)),ok,10.0,11.0,0.0,15.0,0.0,0.0,0.0,8.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.9427344799041748
llm,x**2 * cos(x**3) * exp(sin(x**3)) * sin(x**3),ok,6.0,19.0,0.0,3.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.9859086871147156
llm,x * sin(sqrt(x)) / sqrt(x),ok,6.0,23.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9726405143737793
llm,x * exp(x**2) * sin(exp(x**2))**3,ok,12.0,17.0,6.0,9.0,0.0,0.0,6.0,10.0,2.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.9436004757881165
llm,x * cos(x**2) * sin(x**2) * asin(sin(x**2)) / sqrt(1 - sin(x**2)**2),ok,10.0,26.0,0.0,5.0,2.0,0.0,0.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.9839369058609009
llm,x**3 * sin(x**4) / sqrt(1 + cos(x**4)) * log(1 + cos(x**4)),ok,14.0,26.0,0.0,23.0,6.0,0.0,0.0,27.0,8.0,6.0,0.0,0.0,0.0,4.0,0.0,0.0,10.0,0.0,0.9808845520019531
llm,x**3 * log(1 + x**4) / (1 + x**4),ok,15.0,10.0,0.0,12.0,1.0,0.0,0.0,11.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.9798312783241272
llm,x * log(1 + log(x**2 + 1)) / (x**2 + 1),ok,12.0,29.0,0.0,11.0,8.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,5.0,0.0,0.9882323145866394
llm,x * cos(x**2) * log(atan(sin(x**2))) / (1 + sin(x**2)**2),ok,7.0,21.0,0.0,5.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.9882323145866394
llm,x * cos(x**2) * sqrt(exp(sin(x**2)) + 1) * atan(sqrt(exp(sin(x**2)) + 1)) * exp(sin(x**2)),timeout,,,,,,,,,,,,,,,,,,,
llm,x**2 * log(1 + x**3),ok,6.0,20.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.9882323145866394
llm,x**2 * exp(x**3) * cos(x**3),ok,5.0,21.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.9729117751121521
llm,x * sin(x**2) * cos(x**2) * log(1 + cos(x**2)**2),ok,18.0,29.0,9.0,48.0,12.0,0.0,9.0,64.0,8.0,10.0,2.0,0.0,0.0,8.0,18.0,0.0,20.0,0.0,0.9635883569717407
llm,x * sin(log(x**2 + 1)) * cos(log(x**2 + 1))**2 / (x**2 + 1),ok,12.0,11.0,0.0,13.0,0.0,0.0,0.0,10.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.9427344799041748
llm,x**2 * cos(x**3) * log(1 + sin(x**3)) * log(log(1 + sin(x**3))) / (1 + sin(x**3)),unsolvable,23.0,,22.0,93.0,54.0,0.0,9.0,69.0,46.0,0.0,0.0,0.0,0.0,60.0,28.0,0.0,41.0,1.0,
llm,x * sin(x**2) * cos(x**2) * sqrt(1 + sin(x**2)) * log(1 + sin(x**2)),ok,13.0,55.0,6.0,5.0,6.0,0.0,4.0,18.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.9883213639259338
llm,x**4 * cos(x**5) * sqrt(1 + sin(x**5)) * log(1 + sin(x**5)),ok,10.0,28.0,0.0,9.0,3.0,0.0,0.0,12.0,2.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.9839369058609009
llm,x * sin(x)**2 * cos(x),ok,10.0,18.0,3.0,4.0,1.0,0.0,3.0,5.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9800476431846619
llm,x**5 * cos(x**6) * sqrt(1 + sin(x**6)) * log(1 + sin(x**6)),ok,10.0,28.0,0.0,9.0,3.0,0.0,0.0,12.0,2.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.9839369058609009
llm,exp(x) / (1 + exp(x)),ok,2.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8839517831802368
llm,x * cos(x**2) * sin(x**2)**2 * sqrt(1 + sin(x**2)),ok,10.0,31.0,2.0,5.0,0.0,0.0,2.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9792112708091736
llm,sin(2*x) / (1 + sin(x)**2),ok,8.0,7.0,0.0,10.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,3.0,0.0,0.9796531200408936
llm,x**4 * sin(x**5) ** 2 * cos(x**5),ok,5.0,8.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8760828375816345
llm,x * sin(x**2) * sqrt(1 + exp(cos(x**2))) * exp(cos(x**2)),ok,11.0,11.0,0.0,15.0,0.0,0.0,0.0,11.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.9427344799041748
llm,x * asin(x**2) * sqrt(1 - x**4),ok,11.0,41.0,2.0,3.0,1.0,0.0,3.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.9870375394821167
llm,x**3 * log(sqrt(1 + x**2)),ok,10.0,30.0,3.0,3.0,3.0,0.0,5.0,11.0,0.0,9.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.9883213639259338
llm,x * atan(1 + x**2) / (1 + (1 + x**2)**2),ok,14.0,10.0,0.0,30.0,4.0,0.0,11.0,15.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,4.0,26.0,0.0,0.9742920994758606
llm,x * exp(x**2) * sinh(exp(x**2))**2 * cosh(exp(x**2)),ok,7.0,9.0,0.0,7.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.9404951333999634
llm,x * log(1 + sqrt(1 + x**2))**2 / sqrt(1 + x**2),ok,10.0,54.0,0.0,4.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,0.9859904050827026
llm,x**3 * sin(x**4) * (1 + cos(x**4))**(1/3) * log(1 + cos(x**4)),ok,14.0,28.0,0.0,23.0,6.0,0.0,0.0,29.0,4.0,10.0,0.0,0.0,0.0,4.0,0.0,0.0,10.0,0.0,0.9808845520019531
llm,x**2 * sin(x**3) * cos(x**3) * sqrt(exp(sin(x**3)**2)),ok,9.0,11.0,0.0,11.0,0.0,0.0,0.0,7.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.9404951333999634
llm,x**3 * exp(x**4) * sqrt(1 + exp(x**4)) * log(1 + exp(x**4)),ok,13.0,28.0,0.0,39.0,8.0,0.0,0.0,36.0,4.0,20.0,0.0,0.0,0.0,4.0,0.0,0.0,14.0,0.0,0.9808845520019531
llm,x * exp(x**2) * asinh(exp(x**2))**2 / sqrt(1 + exp(2*x**2)),ok,7.0,9.0,0.0,7.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.9404951333999634
llm,x**3 * cos(x**4) * (1 + sin(x**4))**(2/3) * log(1 + sin(x**4)),ok,13.0,28.0,0.0,23.0,6.0,0.0,0.0,23.0,4.0,10.0,0.0,0.0,0.0,4.0,0.0,0.0,10.0,0.0,0.9808845520019531
llm,sin(x) * cos(sin(x)) * cos(x),ok,3.0,10.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9379724264144897
llm,x * cos(x**2) * log(1 + sin(x**2))**2 / (1 + sin(x**2)),ok,9.0,11.0,0.0,5.0,0.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.9404951333999634
llm,x * log(x**2 + 1)**2 * log(log(x**2 + 1))**2 / (x**2 + 1),ok,17.0,47.0,0.0,55.0,14.0,0.0,0.0,56.0,21.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,24.0,0.0,0.9844478368759155
llm,x * sin(x**2) * log(1 + asin(cos(x**2)))**2 / sqrt(1 - cos(x**2)**2),ok,9.0,44.0,0.0,3.0,4.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,0.9859904050827026
llm,x * exp(cos(x**2)) * sin(x**2) * cos(x**2)**2,ok,9.0,31.0,0.0,3.0,4.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,0.9859904050827026
llm,x**3 * cos(x**4) * sin(x**4) / sqrt(1 + sin(x**4)**2),ok,8.0,12.0,0.0,7.0,0.0,0.0,0.0,6.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.9404951333999634
llm,x * log(1 + cos(x**2)) * sin(x**2),ok,10.0,23.0,0.0,5.0,4.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.9882323145866394
llm,x * cos(x**2) * atan(exp(sin(x**2)))**2 * exp(sin(x**2)) / (1 + exp(2*sin(x**2))),ok,9.0,10.0,0.0,15.0,0.0,0.0,0.0,8.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.9427344799041748
llm,x**2 * sin(x**3) * sqrt(1 + cos(x**3)) * log(1 + cos(x**3))**2,ok,14.0,47.0,0.0,31.0,8.0,0.0,0.0,33.0,12.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,14.0,0.0,0.9844478368759155
llm,x * sin(x**2) * sqrt(1 + sin(x**2)) * cos(x**2),unsolvable,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
llm,x**2 * atan(1 + x**3),ok,13.0,26.0,4.0,14.0,2.0,0.0,15.0,14.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,8.0,6.0,0.0,0.983055591583252
llm,x * exp(x) * sin(x),unsolvable,6.0,,1.0,0.0,7.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,
llm,x * sin(x**2) * log(1 + cos(x**2))**2 / sqrt(1 + cos(x**2)),ok,14.0,47.0,0.0,31.0,8.0,0.0,0.0,33.0,12.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,14.0,0.0,0.9844478368759155
llm,x * exp(x**2) * sqrt(1 + exp(x**2)) * log(1 + exp(x**2)),ok,13.0,28.0,0.0,39.0,8.0,0.0,0.0,36.0,4.0,20.0,0.0,0.0,0.0,4.0,0.0,0.0,14.0,0.0,0.9808845520019531
llm,x**3 * cos(x**4) * log(1 + sin(x**4)) / (1 + sin(x**4)),ok,14.0,11.0,0.0,12.0,1.0,0.0,0.0,8.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.9798312783241272
llm,x**3 * cos(x**2) * sin(x**2)**2,ok,12.0,26.0,3.0,5.0,1.0,0.0,3.0,6.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.980162501335144
llm,x**2 * exp(x**3) * (1 + exp(x**3))**(1/3) * log(1 + exp(x**3))**2,ok,15.0,47.0,0.0,63.0,16.0,0.0,0.0,60.0,24.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,28.0,0.0,0.9844478368759155
llm,x * sin(x**2) * cos(x**2)**3,ok,17.0,8.0,10.0,17.0,0.0,0.0,5.0,15.0,5.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.9337104558944702
llm,x * sin(x**2) * log(1 + asin(cos(x**2))) / sqrt(1 - cos(x**2)**2),ok,8.0,26.0,0.0,5.0,4.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.9882323145866394
llm,x * exp(x**2) * atan(exp(x**2))**5 / (1 + exp(2*x**2)),ok,7.0,9.0,0.0,7.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.9404951333999634
llm,x**2 * log(1 + sqrt(x)),unsolvable,3.0,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
llm,x * exp(x**2) * atan(sqrt(exp(x**2)-1)) * exp(x**2) / sqrt(exp(x**2)-1),ok,18.0,52.0,15.0,19.0,6.0,0.0,14.0,37.0,7.0,12.0,0.0,0.0,0.0,2.0,11.0,0.0,9.0,0.0,0.9760671257972717
llm,x * sin(x)**3,ok,10.0,24.0,7.0,6.0,1.0,0.0,6.0,9.0,2.0,6.0,2.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.9821150302886963
llm,sqrt(x) * sin(sqrt(x)),ok,6.0,23.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9726405143737793
llm,x * exp(x**2) * sin(exp(x**2)) * sqrt(1 + cos(exp(x**2))),ok,8.0,11.0,0.0,7.0,0.0,0.0,0.0,6.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.9404951333999634
llm,x * exp(x**2) * cos(exp(x**2)) * log(1 + sin(exp(x**2)))**2 / (1 + sin(exp(x**2))),ok,9.0,12.0,0.0,5.0,0.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.9404951333999634
